created_at,username,sentiment_text,url,subject_tag,stance_category,final_text
2026-03-07T12:54:14.000Z,BrianJopek,"I do hope Kevin is being sarcastic. Otherwise, he’s simply another MAGA dipshit. #IranWar",https://mastodon.world/@BrianJopek/116187991557396929,General Conflict,Neutral,hope kevin sarcastic otherwise hes simply another manga dip shit
2026-03-07T12:49:07.000Z,ScottLucas,"RE: https://journa.host/@ScottLucas/116186718091385958#Israel Defense Forces repeat warning to all civilians in southern #Lebanon to evacuateIDF, which has also demanded the evacuation of southern suburbs of #Beirut, estimates that 420,000+ Lebanese civilians have fled their homes#IranWar",https://journa.host/@ScottLucas/116187971397226742,General Conflict,Neutral,defense force repeat warn civilian southern evacuate also demand evacuation southern suburb estimate lebanese civilian flee home
2026-03-07T12:47:38.000Z,BrianJopek,This is going to be awkward. I#USpol #IranWar “Can't wait for the latest update on the new ballroom. Hope we hear about the drape selection.” - Jim Wright,https://mastodon.world/@BrianJopek/116187965576143074,General Conflict,Neutral,go awkward cant wait late update new ballroom hope hear drape selection jim wright
2026-03-07T12:40:14.000Z,newsbeep,The Latest: Israel hammers Beirut and Tehran as Iran fires missiles at Israel and the GulfIran’s president rejected a demand by the United States for an unconditional surrender on Saturday and apologized for…#NewsBeep #News #BreakingNews #130850695 #Article #breakingnews #Generalnews #iranwar #Israel #Warandunrest #Worldnewshttps://www.newsbeep.com/422728/,https://newsbeep.org/@newsbeep/116187936520805718,Military Action,Neutral,late israel hammer beirut tehran iran fire missiles israel gulf rank president reject demand united state unconditional surrender saturday apologize
2026-03-07T12:30:47.000Z,ScottLucas,"RE: https://journa.host/@ScottLucas/116186718091385958#Israel Defense Forces: Our special forces carried out raid in southern #Lebanon to locate remains of Lt. Col. Ron Arad, whose plane went down during bombing mission in 1986Witnesses say 26 Lebanese killed when Israelis l anded 4 helicopters in town of Nabi Chit in eastern Bekaa valley#IranWar",https://journa.host/@ScottLucas/116187899328399753,General Conflict,Neutral,defense force special force carry raid southern locate remain col ron arad whose plane go bomb mission witness say lebanese kill israeli land helicopter town nazi chit eastern begin valley
2026-03-07T12:29:30.000Z,yogthos,"A US-sanctioned tanker blacklisted for handling Iranian liquefied petroleum gas crossed the Strait of Hormuz on Friday, one of only a handful of vessels to make it through the waterway in recent days.https://finance.yahoo.com/news/us-sanctioned-gas-tanker-sails-102954007.html#iran #iranwar #news #hormuz",https://social.marxist.network/@yogthos/116187894303898413,General Conflict,Neutral,unsanctioned tanker blacklist handle iranian liquefy petroleum gas cross strait hormuz friday one handful vessel make waterway recent day
2026-03-07T12:24:47.000Z,ScottLucas,"RE: https://journa.host/@ScottLucas/116186718091385958Energy Minister of #Qatar, which is seeking an end to #IranWar: Conflict could “bring down economies of world” with Gulf energy exporters shutting down production and the price of oil rising to $150 a barrelEven if war ends, will take Qatar “weeks to months” to return to normal cycle of deliveries",https://journa.host/@ScottLucas/116187875760846526,General Conflict,Neutral,minister seek end conflict could bring economy world gulf energy exporter shut production price oil rise barrel even war end take qatar week month return normal cycle delivery
2026-03-07T12:24:51.122Z,MarketForcesA,"The Iran conflict could pose additional challenges for some emerging-market sovereigns through channels such as energy imports, remittances, fiscal subsidies, exchange rates, and access to international finance...https://dmarketforces.com/iran-conflict-raises-new-credit-risks-for-emerging-market-sovereigns/#IranWar #EmergingMarket",https://mastodon.social/@MarketForcesA/116187875973888673,General Conflict,Neutral,iran conflict could pose additional challenge emerge market sovereign channel energy import remittance fiscal subsidy exchange rate access international finance
2026-03-07T11:56:11.039Z,hbrpgm,The Illusion of Maritime Transparency  https://peer.adalta.social/w/kmZCpNjCD14MuavyshpqR3,https://peer.adalta.social/w/kmZCpNjCD14MuavyshpqR3,General Conflict,Neutral,illusion maritime transparency
2026-03-07T11:51:28.000Z,Casey,US automakers can still change their minds about EVs...https://cleantechnica.com/2026/03/06/us-battery-makers-gave-up-waaaaay-too-soon-on-ev-sales-but-they-have-a-backup-plan/#evs #electricvehicles #iranwar #iran #war #gasoline #fuel #energy #gasprice #priceofgas #painatthepump #ford #gm #federalreserve #banks #banking #us #energypolicy #evsales #usedevs #sustainable #sustainability,https://newsie.social/@Casey/116187744730635793,General Conflict,Neutral,u automaker still change mind eve
2026-03-07T11:51:16.000Z,Casey,US automakers can still change their minds about EVs...https://cleantechnica.com/2026/03/06/us-battery-makers-gave-up-waaaaay-too-soon-on-ev-sales-but-they-have-a-backup-plan/#evs #electricvehicles #iranwar #iran #war #gasoline #fuel #energy #gasprice #priceofgas #painatthepump #ford #gm #federalreserve #banks #banking #us #energypolicy #evsales #usedevs #sustainable #sustainability,https://mastodon.green/@Casey/116187743929096966,General Conflict,Neutral,u automaker still change mind eve
2026-03-07T11:38:16.000Z,ai6yr,The data never lies!(Narrator: the data lies)https://www.marinetraffic.com/en/ais/home/centerx:53.812/centery:24.694/zoom:16#ais #spoofing #jamming #IranWar,https://m.ai6yr.org/@ai6yr/116187692825711356,General Conflict,Anti-Iran,data never lie narrator data lie
2026-03-07T11:22:05.000Z,ai6yr,"Hmm, I hope this flight path was a spoof, not the real thing. (UAE5V, if it was a real flight, at -250ft barometric altitude before signal loss at the edge of Iran airspace). I guess I'll go look up the overnight news. (Looks like missing data and this plane landed at DXB, after some crazy crazy descent pattern)https://globe.adsb.fi/?icao=8960f7,8964b1#UAE5V #aviation  #IranWar",https://m.ai6yr.org/@ai6yr/116187629166301622,General Conflict,Neutral,hmm hope flight path spoof real thing real flight barometric altitude signal loss edge iran airspace guess ill go look overnight news look like miss data plane land dub crazy crazy descent pattern
2026-03-07T11:20:31.173Z,knowprose,Must be Saturday. Such cheerful news.https://nymag.com/intelligencer/article/the-future-of-war-is-drones-bombing-data-centers.html#iranwar #ai #datacenter  #claude #aws,https://mastodon.social/@knowprose/116187623007050659,Military Action,Neutral,must saturday cheerful news
2026-03-07T11:17:36.776Z,arniedxer.bsky.social,"At 1110z Sat Mar 7, weird... I can't find ANY Iranian Bubble Jammers on #shortwave 😮  15750.3 17900 Iran International and 17840 Radio Farda are all unjammed!  9365 Farda is barely audible but I don't see any more carriers there either  No sig on 5860 in daytime  Game over? #Iran #IranWar #WARINIRAN",https://fed.brid.gy/r/https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mghpcmdlus2t,General Conflict,Neutral,sat mar weird cant find iranian bubble hammer face open mouth iran international radio garda unnamed garda barely audible do see carrier either sig daytime game
2026-03-07T11:00:18.935Z,publicnewsfeed,"Iran&#39;s president apologizes to neighbors, defies US demandsIran&#39;s president apologized for attacks on regional countries but kept up criticism of America. His comments come as Iranian missiles and drones continue to fly toward Israel and Gulf Arab states. DW has the latest.https://www.dw.com/en/iran-s-president-apologizes-to-neighbors-defies-us-demands/live-76256213?maca=en-rss-en-all-1573-rdf#Khomeini #IranWar #News #IranNews #Iran #USANews #USA",https://mastodon.social/@publicnewsfeed/116187543562677111,Military Action,Neutral,iran president apologize neighbour defy u demand rank president apologize attack regional country keep criticism america comment come iranian missile drone continue fly toward israel gulf arab state late
2026-03-07T10:54:44.995Z,DrALJONES,"Interview: &quot;America’s War for Greater Israel&quot;Mouin Rabbani unpacks:* the explosive new documents exposing Israel’s systematic ethnic cleansing in 1948;* Trump&#39;s torpedoing of diplomacy at the very moment negotiations were gaining traction;* whether Tehran’s bombing of Gulf states is a strategic miscalculation;* how Israel&#39;s unending quest for security has fuelled decades of expansion, war &amp; regional upheaval.https://www.middleeastmonitor.com/20260303-americas-war-for-greater-israel-palestine-this-week-with-mouin-rabbani/ #USPol #EUPol #IranWar #USIMperialism .",https://mastodon.social/@DrALJONES/116187521676480869,General Conflict,Pro-Iran,interview americas war great israel ruin rabbi unpacks explosive new document expose israel systematic ethnic cleanse trump top diplomacy moment negotiation gain traction whether tehran bomb gulf state strategic miscalculation israel unending quest security fuel decade expansion war amp regional upheaval
2026-03-07T10:51:08.000Z,ScottLucas,"RE: https://journa.host/@ScottLucas/11618749366824414230-min analysis#Ukraine gains in #Zaporizhzhia after #Russia loses #StarlinkPositive changes in #Zelensky Govt, e.g. #Fedorov and #Budanov, to deal w invasion and w corruptionEffect on #UkraineWar of US- #Israel war on #Iran#IranWar",https://journa.host/@ScottLucas/116187507512560628,General Conflict,Neutral,analysis gain lose change govt leg deal invasion corruption effect u war
2026-03-07T10:44:20.000Z,Rania,"I'm Rania from Gaza 🇵🇸A mother of four children. My husband and daughter are injured, and we have no income.We are living in very hard conditions, and this link is our only hope.Please donate or share. Your kindness can help us survive. 🙏💔https://gofund.me/d0cc0587#Gaza #palestine #genocide #Israel #freepalestine #save_gaza_children #SupportGaza #Humanity #Muslim #Ramadan #StopTheGenocide #fediAid #iran #Gaza #Israel #IranWar #Iran",https://freesewing.social/@Rania/116187480759364484,General Conflict,Neutral,mania gaza palestinian territory mother four child husband daughter injured income live hard condition link hope please donate share kindness help u survive folded hand broken heart
2026-03-07T09:09:04.000Z,metro.co.uk,Donald Trump hammers Iran with ‘biggest’ bombing yet demanding ‘unconditional surrender’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/donald-trump-hammers-iran-biggest-bombing-yet-demanding-unconditional-surrender-27277608/,https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/donald-trump-hammers-iran-biggest-bombing-yet-demanding-unconditional-surrender-27277608/,General Conflict,Neutral,donald trump hammer iran big bomb yet demand unconditional surrender
2026-03-07T10:31:18.498Z,publicnewsfeed,Iran vows no surrender as strikes hit Tehran airportFollow live updates as Iran&#39;s President Masoud Pezeshkian said his country will not surrender to Israel and the United States as the war enters its second week.https://www.rte.ie/news/2026/0307/1562112-middle-east-updates/#IranNews #Iran #News #Tehran #IranWar,https://mastodon.social/@publicnewsfeed/116187429502261572,General Conflict,Neutral,iran vow surrender strike hit tehran airport follow live update iran president ma oud pee skin say country surrender israel united state war enters second week
2026-03-07T10:29:51.261Z,theurbanherald,"We asked ChatGPT, Gemini and Claude: how likely is global war from the Iran conflict?Full breakdown 👇 https://theurb.co/iran-conflict-escalation#IranConflict #StraitOfHormuz #MiddleEastWar #Geopolitics #WorldNews #BreakingNews #News #War #USA #Israel #Iran #IranWar",https://mastodon.social/@theurbanherald/116187423785319204,General Conflict,Neutral,ask chat gemini claude likely global war iran conflict full breakdown backhand index point
2026-03-07T10:25:55.000Z,ScottLucas,RE: https://journa.host/@ScottLucas/116186718091385958Toll rises to 26+ killed in #Israel airstrikes on Nabi Chit in the Bekaa Valley in eastern #Lebanon#IranWar,https://journa.host/@ScottLucas/116187408303300780,General Conflict,Neutral,rise kill airstrikes nazi chit begin valley eastern
2026-03-07T10:01:12.000Z,kentishfran,Trump wants the Iranians to rise up and take back their country while bombing and killing them.Regime change or extermination?#Trump #iranwar https://www.theguardian.com/world/2026/mar/06/tehran-bombing-iran-night-of-terror?CMP=Share_AndroidApp_Other,https://mastodonapp.uk/@kentishfran/116187311143947719,General Conflict,Anti-Iran,trump want iranian rise take back country bomb kill regime change extermination
2026-03-07T10:00:17.000Z,newsbeep,"US to send anti-drone system to Mideast after successful use in Ukraine, officials sayAn American anti-drone system proven to work against Russian dron…#NewsBeep #News #Headlines #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #counter-drone #dn-dnr #Drones #hegseth #iranwar #Israel #MiddleEast #military-times #Pentagon #Trump #Ukraine #World #zelenskyyhttps://www.newsbeep.com/422568/",https://newsbeep.org/@newsbeep/116187307524538959,Military Action,Neutral,u send anti drone system mideast successful use ukraine official satan american anti drone system proven work russian drop airport time army time defense news marine pastimes military time navy time drone der time
2026-03-07T10:00:17.633Z,publicnewsfeed,"Iran war enters second week, Trump demands ‘unconditional surrender’War in Iran entered its second week amid renewed uncertainty about how or when hostilities will endhttps://www.sabcnews.com/sabcnews/iran-war-enters-second-week-as-trump-demands-unconditional-surrender/#IranNews #Trump #News #Iran #USA #IranWar #USANews",https://mastodon.social/@publicnewsfeed/116187307539471848,General Conflict,Neutral,iran war enters second week trump demand unconditional surrender war iran enter second week amid renewed uncertainty hostility end
2026-03-07T09:43:57.000Z,zombywoof,Color me diagnosed...#TDSTrump dérangement syndrome https://youtube.com/shorts/PxLNDa8AoZ8?si=6Vg-RADCWUlzKkSB#ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,https://mastodon.org.uk/@zombywoof/116187243286498546,General Conflict,Neutral,color diagnose derangement syndrome
2026-03-07T09:41:26.000Z,liztai,"I love how posts on Iran on Chinese social media are either straight up facts or posts that remind us of the humanity on the ground. I have not seen any fear mongering or gloating like you see on English social media. There is, to my surprise, Israeli propaganda straight from the Israeli embassy in China. But the people in the comments are literally telling them to scram and bugger off.On the whole it's been easier to get the news and updates about the conflict on  Weibo. (It's feed is clean with a list of updates, and I don't have to wade through racist, bigoted, hate-filled awfulness to get any updates.) Xiaohongshu is not as political, and it's filled with beautiful videos about Chinese people who had visited Iran. All the posts and the comments have a common theme, ""We wish for a peaceful Iran and for no more wars"".Why is English social media so violent, racist and bigoted? I don't know.A part of me believes that it's due to strict moderation on Chinese social media. They are not nirvana, mind you, but people are not allowed to incite violence or hatred there.Also, by nature, I feel that Chinese people prefer harmony over conflict, so they are naturally averse to wars.*Ps I can believe the US bombed a playground. Do they hate children that much?Ps: Post was translated to English by Google Translate.* Just a theory don't @ me!#Iran #iranwar #China #SocialMedia",https://hachyderm.io/@liztai/116187233400091349,Protest/Activism,Pro-Iran,love post iran chinese social medium either straight fact post remind u humanity ground see fear monger gloat like see english social medium surprise israeli propaganda straight israeli embassy china people comment literally tell scram bugger whole easy get news update conflict igbo fee clean list update do wade racist bigoted hat fill awfulness get update xiaoping political fill beautiful video chinese people visit iran post comment common theme wish peaceful iran war english social medium violent racist bigoted do know part believe due strict moderation chinese social medium nirvana mind people allow incite violence hatred also nature feel chinese people prefer harmony conflict naturally averse wasp believe u bomb playground hate child much post translate english google translate theory do
2026-03-07T09:40:10.000Z,i47i,"Trump has privately shown serious interest in U.S. ground troops in Iran&gt; The president’s private comments have not focused on a large-scale ground invasion of Iran, but rather on the idea of a small contingent of U.S. troops that would be used for specific strategic purposes, sources say. https://www.nbcnews.com/politics/white-house/trump-privately-shown-serious-interest-us-ground-troops-iran-rcna262176 #Iran #IranWar #DonaldTrump",https://hachyderm.io/@i47i/116187228412929090,General Conflict,Neutral,trump privately show serious interest u grind troop range president private comment focus large scale ground invasion iran rather idea small contingent u troop would use specific strategic purpose source say
2026-03-07T09:39:13.000Z,Sage7225,The failure of the US in the Iran War has parallels to the failure of the US in the Vietnam War.https://www.theguardian.com/commentisfree/2025/may/01/us-vietnam-war-media#antiwar#iranwar#vietnamwar#freepalestine#freeiran#fuckus#fuckisrael,https://mas.to/@Sage7225/116187224677152342,General Conflict,Pro-Iran,failure u iran war parallel failure u vietnam war
2026-03-07T09:38:45.000Z,MichalKubal,"Michal Kubal 🇨🇿 𝕏🔁 @MahmoudianArman:#Iran’s president #Pezeshkian just issued a video message. These were his main points:1.He rejected unconditional surrender to the United States.2.He apologized to neighboring countries targeted by Iranian attacks.3.He said some attacks were carried out independently by regional commanders after the removal of senior leadership.4.He stated that since yesterday (likely Friday), a temporary leadership council has ordered a halt to attacks on neighboring countries, unless their territory is used to attack Iran.5.He warned regional groups not to play into the hands of #Israel and the United States by attacking Iran, likely referring to Kurdish armed groups. #IranWar",https://zpravobot.news/@MichalKubal/116187222876267074,Military Action,Neutral,michael tubal czechia repeat button president issue video message main point reject unconditional surrender united state apologize neighbour country target iranian attack say attack carry independently regional commander removal senior leadership state since yesterday likely friday temporary leadership council order halt attack neighbour country unless territory use attack iran warn regional group play hand united state attack iran likely refer kurdish arm group
2026-03-07T09:17:35.038Z,TreeStarMan,"@ojala But #Trump says he doesn’t care whether or not #Iran’s leader is democratically elected, in fact he’d be happy with a democratically elected leader. That’s why he wants to select the leader. He’s thought through it all very carefully.🤣🤣🤣 #IranWar",https://mastodon.social/@TreeStarMan/116187139600668444,General Conflict,Anti-Iran,say care whether leader democratically elect fact happy democratically elect leader want select leader he think carefully roll floor laugh roll floor laugh roll floor laughing
2026-03-07T09:09:56.570Z,six_grandfathers_mountain,"@wdlindsy RE#IranWar lack of planning will affect... the economyMaybe having a meeting ( Mar 1) with the top leaders in the same room shows they had no fear of being a martyr,  a strategy to hurt the people who voted MAGA in Nov. 2024#Iran knew Trump would break off negotiations. The two main US negotiators were amateurs. A real estate billionaire (Trump&#39;s NYC friend) and Trump&#39;s son-in-law.",https://mastodon.social/@six_grandfathers_mountain/116187109559956706,General Conflict,Neutral,lack plan affect economy maybe meeting mar top leader room show fear martyr strategy hurt people vote manga nov know trump would break negotiation two main u negotiator amateurs real estate billionaire trump nyx friend trump sony law
2026-03-07T09:02:49.320Z,TheDailyPerspective,Iran&#39;s Apology to Gulf States Masks Hard Line on Surrender#IranWar #MiddleEast #Dubai #Geopolitics #AusNewshttps://thedailyperspective.org/article/2026-03-07-irans-apology-to-gulf-states-masks-hard-line-on-surrender-7b0c2356,https://mastodon.social/@TheDailyPerspective/116187081554612135,General Conflict,Anti-Iran,iran apology gulf state mask hard line surrender
2026-03-07T09:00:20.000Z,ScottLucas,"RE: https://journa.host/@ScottLucas/116186718091385958Videos: #Trump Admin dismisses reports that #R ussia providing #Iran w intell to target US military personnelPress Secretary Leavitt: ""Whether or not this happened, frankly, it does not really matter#Trump: ""What a stupid question to be asking at this time""#IranWar #Israel #TrumpRussia",https://journa.host/@ScottLucas/116187071783632775,General Conflict,Neutral,admin dismisses report russia provide intel target u military personnel press secretary levitt whether happen frankly really matter stupid question ask time
2026-03-07T09:00:20.000Z,newsbeep,"Visual misinformation about Iran war fueled by state actorsAs attacks spread after the bombing of Iran by U.S. and Israeli forces, a video circulated widely of…#NewsBeep #News #Headlines #APTopNews #ArtificialIntelligence #Censorship #Generalnews #Iran #Irangovernment #iranwar #MelanieSmith #Misinformation #NikitaBierX #Technology #ToddHelmus #Warandunrest #Washingtonnews #World #Worldnewshttps://www.newsbeep.com/422510/",https://newsbeep.org/@newsbeep/116187071794306161,Military Action,Neutral,visual misinformation iran war fuel state actor attack spread bomb iran u israeli force video circulate widely
2026-03-07T08:48:04.475Z,DrALJONES,"Analysis: &quot;Israel planned this war on Iran for 40 years.&quot;&quot;This combined effort allows us to do what I have hoped to achieve for 40 years: to crush the regime of terror completely. That&#39;s my promise &amp; this is what is going to happen&quot; ~Netanyahu&quot;For 40 years, each year has been proclaimed the very last opportunity to stop the &quot;mad mullahs&quot; from obtaining a bomb – a bomb that never materialised.&quot;~Jonathan Cookhttps://www.middleeasteye.net/opinion/israel-planned-war-iran-40-years-everything-else-smoke-screen #USPol #EUPol #IranWar #USIsraeliCrimes .",https://mastodon.social/@DrALJONES/116187023570732394,General Conflict,Neutral,analysis israel plan war iran year combine effort allow u hop achieve year crush regime terror completely promise amp go happen tanya year year proclaim last opportunity stop mad mullah obtain bomb bomb never materialise jonathan cook
2026-03-07T08:47:37.521Z,lukalobster,Let’s hope for that 🙏#dubai #iran #IranWar,https://mastodon.social/@lukalobster/116187021804631942,General Conflict,Neutral,let hope fold hand
2026-03-07T08:42:22.972Z,ranx,"ok... WHY DO I AGREE WITH #MTG!? WHY IS SHE MAKING TOTAL SENSE (almost, because of the going to heaven bs)!? AM I OK? #iran #iranwar #marjorietaylorgreene #internationallaw #politics https://youtu.be/EvKcHHWhqvs",https://mastodon.social/@ranx/116187001190268356,General Conflict,Neutral,agree make total sense almost go heaven
2026-03-07T07:53:50.000Z,metro.co.uk,Airline grounds all Dubai flights as British expats fight to leave region  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/airline-grounds-dubai-flights-british-expats-fight-leave-region-27276640/,https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/airline-grounds-dubai-flights-british-expats-fight-leave-region-27276640/,General Conflict,Neutral,airline ground dubai flight british expat fight leave region
2026-03-07T08:39:02.000Z,welkin7,@redglobal How is it possible to make out the markings and flags on the stuff that is flying so high? Is there any proof that they are actually #Israeli or #US? #Geopolitics #IranWar #Iran,https://mstdn.party/@welkin7/116186988002628019,General Conflict,Neutral,possible make marking flag stuff fly high proof actually
2026-03-07T08:35:16.000Z,DespotOCosmos,#IranWar #uspolitics #politicsgirl Politics Girl short on how the war in Iran is going. I believe she is correct. I am so disappointed in the us congress that did not vote to stop this insanity.https://youtube.com/shorts/rXnGwd0TDpE?is=hBgHZLvT2EITg2ec,https://mastodon.world/@DespotOCosmos/116186973270150388,General Conflict,Anti-Iran,politics girl short war iran go believe correct disappoint u congress vote stop insanity
2026-03-07T08:04:25.000Z,ScottLucas,RE: https://journa.host/@ScottLucas/116186718091385958Lebanese Health Ministry: 16 people were killed and 35 wounded by #Israel strikes on the Baalbek district of eastern #Lebanon overnight#IranWar,https://journa.host/@ScottLucas/116186851901861198,General Conflict,Neutral,health ministry people kill wounded strike baalbek district eastern overnight
2026-03-07T07:58:21.000Z,ScottLucas,"RE: https://journa.host/@ScottLucas/116186718091385958#SaudiArabia Defense Minister on #Iran retaliation: ""Such actions undermine regional security and stability. I hope that the Iranian side will exercise wisdom and avoid miscalculation""#IranWar #Israel",https://journa.host/@ScottLucas/116186828105264480,General Conflict,Neutral,defense minister retaliation action undermine regional security stability hope iranian side exercise wisdom avoid miscalculation
2026-03-07T07:53:17.000Z,ScottLucas,"RE: https://journa.host/@ScottLucas/116186718091385958#Iran President Pezeshkian responds to #DonaldTrump demand on social media for ""UNCONDITIONAL SURRENDER""The demand is a “dream that they should to take to their grave”Apologizes for Iran attacks on Gulf States - But they continue on Saturday morning#IranWar #Israel",https://journa.host/@ScottLucas/116186808151364537,Military Action,Neutral,president pee skin respond demand social medium unconditional surrender demand dream take grave apologizes iran attack gulf state continue saturday morning
2026-03-07T07:44:01.000Z,ScottLucas,EA on TVP World: From #Ukraine to #Iran and Back Again (Scott Lucas with Sascha Fahrbach)#UkraineWar #Russia #IranWarhttps://eaworldview.com/2026/03/ukraine-to-iran-and-back-again/,https://journa.host/@ScottLucas/116186771686164026,General Conflict,Neutral,top world back scott lucas sasha far bach
2026-03-07T07:40:09.000Z,newsbeep,Pentagon acknowledges tough quest to counter Iranian dronesTrump administration o…#NewsBeep #News #Headlines #BradCooper #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #DanCaine #defensedepartment #Drones #Iran #iranwar #IslamicRepublic #IslamicRevolutionaryGuardCorps #mideast #military-times #Pentagon #PeteHegseth #shahed-136 #Ukraine #unmanned #Worldhttps://www.newsbeep.com/422395/,https://newsbeep.org/@newsbeep/116186756524342574,Military Action,Neutral,pentagon acknowledges tough quest counter iranian drone trump administration airport time army time defense news marine pastimes military time navy time time
2026-03-07T07:35:51.000Z,Jazone,"""US and Israeli airstrikes on #Tehran have so far failed to destroy Iran’s military command and control network, according to UK sources.Insiders at the Foreign Office believe the regime’s command structure has been weakened but remains intact despite the killing of Supreme Leader Ali Khamenei on Saturday."" #Iranwar https://www.standard.co.uk/news/world/us-israel-airstrikes-iran-military-command-trump-b1273876.html",https://theforkiverse.com/@Jazone/116186739594761294,General Conflict,Neutral,u israeli airstrikes far fail destroy iran military command control network accord u source insider foreign office believe regime command structure weaken remain intact despite kill supreme leader ali karen saturday
2026-03-07T07:30:44.597Z,arniedxer.bsky.social,The above in addition to broadcasts already in place:  24/7 5860 KWT  1430-1700z 13755 DHA 1700-1900z 12005 WOF 1900-2000z 9515 WOF 2000-2100z 5875 WOF  1430-2100z anywhere between 7460-7520 TAC  1500-1700z 1395 ERV  #shortwave #mediumwave #Iran #IranWar #WARINIRAN,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mghcmwr4522t,General Conflict,Neutral,addition broadcast already place kit cha anywhere tack era
2026-03-07T07:30:44.596Z,arniedxer.bsky.social,"@SWL on Twente WebSDR chat has shared a schedule of yesterday's expansion of Radio Farda via #USAGM sites  PHT = Tinang, KWT = Kuwait  0300-0900z 21600 PHT 0900-1400z 17840 PHT 1400-2000z 11575 KWT 2000-0300z 9390 KWT  0200-1400z 9365 KWT 1400-0200z 7470 KWT  #shortwave #Iran #IranWar #WARINIRAN",https://bsky.brid.gy/r/https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mghcmwqvcc2t,General Conflict,Neutral,twenty webster chat share schedule yesterday expansion radio garda via site put din kit kuwait put put kit kit kit kit
2026-03-07T07:30:23.000Z,ScottLucas,Day 8 of #IranWar: #US and #Israel Strikes “Turning #Tehran Into #Gaza”#Iran(h/t Deepa Parent of The Guardian)https://eaworldview.com/2026/03/us-israel-strikes-turning-tehran-into-gaza/,https://journa.host/@ScottLucas/116186718091385958,General Conflict,Neutral,day strike turn deep parent guardian
2026-03-07T07:25:29.413Z,Iwpost,Missiles in the Gulf could dim the lights in Dhaka. #Bangladesh #Bangladesheconomy #BangladeshFinances #BangladeshRemittances #BangladeshTextileIndustry #HormuzStrait #IranWar #LNGPrices #Oilprices #SouthAsia https://iwpost.com/missiles-in-the-gulf-could-dim-the-lights-in-dhaka/?fsp_sid=3531,https://mastodon.social/@Iwpost/116186698835331715,Military Action,Neutral,missile gulf could dim light dhaka
2026-03-07T07:11:49.000Z,oswaldosrm,#Iranian Ballistic Missile hits #US Air Base in #SaudiArabia striking a US AN/TPY-2 radar for THAAD AD missile system#IranIsraelUSWar #IranWar,https://hachyderm.io/@oswaldosrm/116186645133641993,Military Action,Neutral,ballistic missile hit air base strike u antsy radar thad missile system
2026-03-07T07:09:49.000Z,oswaldosrm,#Bahraini people uprising against their government during #Iran war#IranWar,https://hachyderm.io/@oswaldosrm/116186637213748257,General Conflict,Neutral,people uprising government war
2026-03-07T07:07:27.357Z,ChrisHolladay,"Somehow, I don&#39;t think US troops will survive Iran.Remember the Iran/Iraq War?Remember the mass casualties?Iran makes the Russian human wave infantry attacks look like a circus.They will die by the thousands to take out one US infantry company.Trump seriously fucked up, but he does this all the time.This time is more severe.IRGC is not some 20 year old Iraqi kid fresh out of bootcamp.They have been fighting Israel for years through Hezbollah and friends .No one wins#IranWar #trump",https://mastodon.social/@ChrisHolladay/116186627922140606,Military Action,Neutral,somehow do think u troop survive iran remember iran iraq war remember mass casualty iran make russian human wave infantry attack look like circus die thousand take one u infantry company trump seriously fuck time time severe rec year old iraqi kid fresh boot fight israel year hezbollah friends one win
2026-03-07T07:07:13.290Z,BikingViking,Pete Hagseth needs to be in prison for war crimes. #Iran #IranWar,https://mastodon.social/@BikingViking/116186627000696733,General Conflict,Pro-Iran,pete hag seth need prison war crime
2026-03-07T07:06:51.231Z,28loki.bsky.social,Pete Hagseth needs to be in prison for war crimes.  #Iran #IranWar,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:x5xjckbbqlqcp7h2rign7d7c/post/3mghbc7s2s22t,General Conflict,Pro-Iran,pete hag seth need prison war crime
2026-03-07T07:00:16.000Z,newsbeep,no ceasefire on our agenda“A ceasefire is not on the Iranians’ agenda right now. A ceasefire may come after we’ve imposed costs…#NewsBeep #News #Headlines #Ceasefire #HassanAhmadian #iranwar #Israel #Worldhttps://www.newsbeep.com/422359/,https://newsbeep.org/@newsbeep/116186599714307102,General Conflict,Neutral,ceasefire agenda ceasefire iranian agenda right ceasefire may come imposed cost
